Inumber,Course,Professor,Type,Class,StudentType,duration,Date,Status
687728124,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,36.51,2/3/2018 13:25,Attended
687728124,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,36.84,1/29/2018 10:02,Attended
687816329,FDMAT112,Heidi Jean Turner,DropIn,Freshman,OnCampus,81.82,2/20/2018 16:54,Attended
502132155,FDMAT108,Sandra J. Miles,OneToOne,Junior,OnCampus,60,2/1/2018 13:00,Cancelled
502132155,FDMAT108,Sandra J. Miles,OneToOne,Junior,OnCampus,60,1/31/2018 14:00,Cancelled
687816329,FDMAT112,Heidi Jean Turner,DropIn,Freshman,OnCampus,143.87,1/23/2018 16:05,Attended
688003160,,,DropIn,Sophomore,OnCampus,60,1/12/2018 15:18,Check In
688003160,,,DropIn,Sophomore,OnCampus,0.1,1/12/2018 15:18,Attended
688519065,MATH 215,Gregory L. Cameron,DropIn,Sophomore,OnCampus,60,1/24/2018 12:30,Check In
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,60,3/30/2018 9:55,Check In
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,146.75,3/28/2018 10:01,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,96.93,3/23/2018 11:01,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,27.16,3/22/2018 14:40,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,66.17,3/16/2018 11:29,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,60,3/14/2018 10:00,Attended
503599713,MATH 215,Troy Goodsell,OneToOne,Sophomore,OnCampus,60,1/25/2018 18:00,Cancelled
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,40.15,3/7/2018 10:02,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,31.41,3/2/2018 10:05,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,56.4,2/28/2018 11:12,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,57.84,2/23/2018 11:33,Attended
505753993,MATH 221A,Kenneth Scott Harmon,OneToOne,Junior,OnCampus,60,3/30/2018 15:00,Cancelled
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,28.06,2/21/2018 12:17,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,26.51,2/16/2018 12:11,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,19.96,2/14/2018 10:26,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,0.13,2/12/2018 12:33,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,27.76,2/12/2018 12:05,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,40.41,2/9/2018 10:01,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,30.19,2/7/2018 11:00,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,74.66,2/2/2018 10:56,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,22.15,2/1/2018 9:49,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,37.2,1/30/2018 12:18,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,13,1/26/2018 12:08,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,27.56,1/24/2018 9:50,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,15.89,1/18/2018 13:33,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,33.63,1/18/2018 12:59,Attended
689449367,FDREL121,Kurt Holm,DropIn,Freshman,OnCampus,0.18,1/11/2018 13:21,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,25.68,1/11/2018 12:54,Attended
689449367,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,0.1,1/11/2018 12:54,Attended
689833464,FDMAT108,Kent Allen Bessey,DropIn,Freshman,OnCampus,60,3/6/2018 16:39,Check In
689833464,FDMAT108,Kent Allen Bessey,DropIn,Freshman,OnCampus,60,2/6/2018 9:41,Attended
689833464,FDMAT108,Kent Allen Bessey,DropIn,Freshman,OnCampus,60,2/2/2018 10:50,Attended
689833464,FDMAT108,Kent Allen Bessey,DropIn,Freshman,OnCampus,0.1,2/1/2018 14:59,Attended
690273976,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,48.12,1/19/2018 10:24,Attended
690273976,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,79.56,1/12/2018 11:38,Attended
690273976,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,7.43,1/10/2018 10:41,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,22.11,3/30/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,15.18,3/29/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,36,3/28/2018 11:19,Attended
506154066,MATH 221B,Sahar B. Qumsiyeh,OneToOne,Sophomore,OnCampus,70,3/6/2018 12:50,Cancelled
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,24.44,3/26/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,34.77,3/23/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,16.45,3/22/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,26.01,3/21/2018 11:15,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,32.15,3/19/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,32.24,3/16/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,19.41,3/15/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,53.64,3/12/2018 11:15,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,19.29,3/9/2018 11:15,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,56.79,3/8/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,26.87,3/7/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,19.26,3/5/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,23.8,3/2/2018 11:13,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,20.41,3/1/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,13.71,2/28/2018 11:14,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,18.6,2/26/2018 11:11,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,30.88,2/22/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,13.06,2/21/2018 11:12,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,60,2/16/2018 12:00,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,31.92,2/16/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,22.06,2/15/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,60,2/14/2018 11:46,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,15.84,2/14/2018 11:20,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,60,2/12/2018 11:32,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,5.19,2/12/2018 11:21,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,29.88,2/8/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,41.17,2/7/2018 11:19,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,21.92,2/5/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,25.58,2/2/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,62.64,2/1/2018 11:17,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,31.81,1/31/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,23.6,1/29/2018 11:19,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,20.21,1/26/2018 11:16,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,24.23,1/25/2018 11:13,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,21.4,1/24/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,13.73,1/22/2018 11:18,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,35.87,1/18/2018 11:20,Attended
690596706,MATH 101,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,20.8,1/17/2018 11:19,Attended
690596706,,,DropIn,Freshman,OnCampus,18.91,1/11/2018 11:18,Attended
690596706,,,DropIn,Freshman,OnCampus,21.74,1/10/2018 11:17,Attended
690607040,FDMAT108,Sandra J. Miles,DropIn,Freshman,OnCampus,65.69,2/7/2018 16:14,Attended
690607040,FDMAT108,Sandra J. Miles,DropIn,Freshman,OnCampus,0.1,2/7/2018 16:14,Attended
691540806,CHEM 106L,Aldair Garcia Alejandro,DropIn,Sophomore,OnCampus,60,1/25/2018 18:35,Check In
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,17.37,3/28/2018 13:44,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,12.56,3/26/2018 13:46,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,46.07,3/23/2018 13:47,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,59.4,3/21/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,22.82,3/16/2018 13:46,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,29.6,3/12/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,22.54,3/9/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,26.13,3/7/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,20.57,2/26/2018 13:47,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,29.94,2/23/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,18.37,2/21/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,28.49,2/14/2018 13:49,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,22.52,2/12/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,60,2/7/2018 14:22,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,27.87,2/7/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,28.94,1/31/2018 13:48,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,15.83,1/29/2018 13:49,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,60,1/26/2018 14:38,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,48.09,1/26/2018 13:46,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,33.77,1/24/2018 9:14,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,31.04,1/19/2018 13:49,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,33.21,1/17/2018 13:51,Attended
691780236,MATH 100B,Stephan J. O'Shaughnessy,DropIn,Freshman,OnCampus,19.23,1/12/2018 13:50,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,86.37,3/28/2018 11:49,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,31.46,3/26/2018 11:49,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,55.9,3/23/2018 10:13,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,85.51,3/21/2018 10:11,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,114.16,3/19/2018 10:44,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,12.34,3/17/2018 12:12,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,86.92,3/14/2018 10:17,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,66.22,3/12/2018 10:31,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,36.54,3/7/2018 13:09,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,74.77,3/5/2018 10:13,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,88.02,2/28/2018 11:44,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,28.62,2/23/2018 11:38,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,59.52,2/21/2018 12:40,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,48.81,2/16/2018 10:44,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,88.63,2/14/2018 11:01,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,47.05,2/12/2018 12:51,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,33.16,2/12/2018 12:18,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,95.01,2/12/2018 10:36,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,24.34,2/9/2018 13:34,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,33.75,2/7/2018 13:23,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,63.19,2/7/2018 11:16,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,71.4,2/5/2018 13:47,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,80.03,2/2/2018 10:16,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,94.3,1/31/2018 10:16,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,82.27,1/26/2018 10:15,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,132.94,1/24/2018 10:21,Attended
692136607,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,48.65,1/17/2018 12:59,Attended
692397090,MATH 316,David E. Brown,DropIn,Junior,OnCampus,60,2/13/2018 17:06,Check In
693203461,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,3/21/2018 16:59,Check In
693203461,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,31.14,3/9/2018 12:04,Attended
693203461,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,2/28/2018 12:15,Attended
693203461,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,2/22/2018 16:54,Attended
693203461,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,1/30/2018 13:39,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,77,3/7/2018 15:17,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,99.99,2/15/2018 12:46,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,65.44,2/13/2018 12:34,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,91.22,2/1/2018 12:35,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,137.2,1/30/2018 13:10,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,61.64,1/19/2018 8:57,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,0.06,1/17/2018 11:18,Attended
694664188,MATH 113,Paul T. Johanson,DropIn,Sophomore,OnCampus,75.78,1/16/2018 12:38,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,47.2,3/30/2018 10:49,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.4,3/29/2018 11:01,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,70.4,3/27/2018 9:45,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,65.38,3/26/2018 15:34,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.13,3/26/2018 11:05,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,297.91,3/23/2018 11:32,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.1,3/23/2018 11:31,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.19,3/20/2018 16:44,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,3/15/2018 20:10,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,226.25,3/15/2018 16:23,Attended
512122391,FDMAT108,Ryan Albert Jacobsen,Group,Freshman,Online,60,1/17/2018 14:00,Cancelled
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,392.09,3/15/2018 9:51,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,3/14/2018 10:33,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,54.78,3/9/2018 17:10,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,3/8/2018 10:55,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,39.65,3/6/2018 9:18,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,3/3/2018 11:50,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,63.72,3/2/2018 11:24,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.15,3/2/2018 11:24,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,92.28,3/2/2018 9:51,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,3/1/2018 17:27,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.11,2/27/2018 11:00,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.17,2/23/2018 17:41,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,91.74,2/23/2018 12:49,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.19,2/20/2018 11:03,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,2/16/2018 10:29,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.17,2/9/2018 10:29,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,50.6,1/26/2018 9:08,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,0.18,1/25/2018 17:35,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,462.42,1/25/2018 9:53,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,15.55,1/24/2018 10:51,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,1/18/2018 14:08,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,161.05,1/16/2018 16:25,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,119.14,1/11/2018 16:53,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,60,1/8/2018 16:25,Attended
694889479,MATH 100B,Ralph M. Kern,DropIn,Sophomore,OnCampus,8.9,1/8/2018 15:45,Attended
696123380,MATH 330,Gregory L. Cameron,DropIn,Junior,OnCampus,99.22,1/24/2018 16:27,Attended
696434712,FDMAT108,Jennifer Dawson Baxter,DropIn,Freshman,OnCampus,60,2/21/2018 14:22,Check In
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,3/16/2018 12:19,Check In
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,79.89,3/16/2018 10:52,Attended
514210563,MATH 221B,Evan Voy Papa,OneToOne,Sophomore,Online,60,2/19/2018 19:00,Missed
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,116.32,3/15/2018 10:07,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,151.31,2/28/2018 15:14,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,85.45,2/8/2018 10:06,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,1/18/2018 16:27,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,96.76,1/18/2018 14:48,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,30.46,1/18/2018 10:52,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,50.86,1/16/2018 20:12,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,75.01,1/12/2018 9:59,Attended
697164196,,,DropIn,Sophomore,OnCampus,60,1/9/2018 17:58,Attended
697164196,MATH 101,K. Shane Goodwin,DropIn,Sophomore,OnCampus,150.87,1/9/2018 15:15,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,39.34,3/23/2018 14:41,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,48.14,3/22/2018 13:39,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,0.04,3/9/2018 16:33,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,61.6,3/9/2018 15:31,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,76.94,3/1/2018 18:02,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,79.64,2/14/2018 15:14,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,81.25,2/13/2018 9:54,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,63.82,2/9/2018 8:59,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,96.23,2/8/2018 8:57,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,66.88,1/31/2018 17:03,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,60,1/26/2018 8:55,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,0.03,1/24/2018 17:36,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,130.26,1/24/2018 15:25,Attended
697323847,,,DropIn,Sophomore,OnCampus,0.07,1/22/2018 13:09,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,102.79,1/22/2018 11:26,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,62.92,1/19/2018 9:00,Attended
697323847,MATH 109,David W. Stohel,DropIn,Sophomore,OnCampus,62.42,1/12/2018 9:01,Attended
697597564,MATH 316,David E. Brown,DropIn,Junior,OnCampus,128.96,2/9/2018 14:20,Attended
697597564,MATH 316,David E. Brown,DropIn,Junior,OnCampus,165.57,2/8/2018 15:52,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,34.47,3/29/2018 9:08,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,53.7,3/27/2018 11:15,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,61.61,3/22/2018 11:17,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,65.53,3/13/2018 11:22,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,36.1,3/8/2018 9:04,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,31.75,3/6/2018 11:27,Attended
515104664,MATH 215,Benjamin M. Woodruff,OneToOne,Junior,OnCampus,60,3/24/2018 12:00,Cancelled
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60.15,2/27/2018 11:20,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,30.02,2/22/2018 9:05,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,31.43,2/20/2018 11:20,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,33.16,2/15/2018 9:02,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,87.42,2/13/2018 11:24,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,71.42,2/6/2018 11:24,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,39.71,2/2/2018 11:31,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,32.63,2/1/2018 9:02,Attended
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,55.65,1/26/2018 11:40,Attended
516641524,MATH 109,K. Shane Goodwin,OneToOne,Junior,OnCampus,60,3/29/2018 12:00,Cancelled
697742261,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,45.77,1/25/2018 11:15,Attended
516641524,MATH 109,K. Shane Goodwin,OneToOne,Junior,OnCampus,60,3/15/2018 12:00,Cancelled
